driverId,seasonId,isChampionship
83,15,False
83,14,False
84,27,False
84,26,False
84,25,False
84,24,False
84,23,False
84,22,False
84,19,False
84,18,False
84,17,False
84,16,False
84,15,False
84,14,False
85,16,False
85,15,False
85,14,False
86,15,False
86,14,False
87,19,False
87,17,False
87,16,False
87,15,False
88,23,False
88,22,False
88,20,False
88,19,False
88,18,False
88,17,False
88,16,False
88,15,False
89,16,False
89,15,False
90,29,False
90,24,False
90,22,False
90,20,False
90,19,False
90,18,False
90,15,False
91,19,False
91,18,False
91,17,False
91,16,False
91,15,False
92,22,False
92,20,False
92,19,False
92,18,False
92,16,False
92,15,False
93,16,False
93,15,False
94,27,False
94,26,False
94,23,False
94,22,False
94,20,False
94,19,False
94,18,False
94,17,False
94,16,False
94,15,False
95,31,False
95,30,False
95,29,False
95,28,False
95,27,False
95,26,False
95,25,False
95,24,False
95,23,False
95,22,False
95,20,False
95,19,False
95,18,True
95,16,False
95,15,False
96,15,False
97,15,False
98,16,False
98,15,False
99,24,False
99,23,False
99,22,False
99,20,False
99,19,False
99,18,False
99,15,False
100,19,False
100,18,False
100,17,False
100,16,False
101,20,False
101,16,False
102,27,False
102,26,False
102,25,False
102,24,False
102,23,True
102,22,False
102,20,True
102,19,True
102,18,False
102,17,False
102,16,False
103,22,False
103,20,False
103,19,False
103,16,False
104,18,False
104,17,False
104,16,False
105,30,False
105,29,False
105,28,False
105,27,False
105,26,False
105,25,False
105,24,False
105,23,False
105,22,False
105,20,False
105,19,False
105,18,False
105,17,False
105,16,False
106,16,False
107,16,False
108,18,False
108,16,False
109,22,False
109,20,False
109,19,False
109,18,False
109,17,False
109,16,False
110,31,False
110,30,False
110,29,False
110,28,False
110,27,False
110,26,False
110,25,False
110,24,False
110,23,False
110,22,False
110,20,False
110,19,False
110,18,False
110,17,False
110,16,False
111,17,False
111,16,False
112,27,False
112,26,False
112,25,False
112,24,False
112,23,False
112,22,False
112,20,False
112,17,False
112,16,False
113,16,False
114,24,False
114,23,False
114,22,False
114,20,False
114,16,False
115,16,False
116,16,False
117,31,False
117,30,False
117,29,False
117,28,False
117,27,False
117,26,True
117,25,True
117,24,False
117,23,False
117,22,True
117,20,False
117,19,False
117,17,True
118,30,False
118,29,False
118,28,False
118,27,False
118,26,False
118,25,False
118,24,False
118,23,False
118,22,False
118,20,False
118,17,False
119,34,False
119,33,False
119,32,False
119,31,False
119,30,False
119,29,False
119,28,False
119,27,False
119,26,False
119,25,False
119,24,False
119,23,False
119,22,False
119,20,False
119,19,False
119,18,False
119,17,False
120,19,False
120,17,False
121,17,False
122,26,False
122,25,False
122,24,False
122,23,False
122,22,False
122,20,False
122,19,False
122,18,False
122,17,False
123,28,False
123,27,False
123,26,False
123,25,False
123,24,False
123,23,False
123,22,False
123,20,False
123,19,False
123,18,False
123,17,False
124,17,False
125,18,False
125,17,False
126,17,False
127,23,False
127,22,False
127,20,False
127,19,False
127,18,False
128,19,False
128,18,False
129,22,False
129,20,False
129,19,False
129,18,False
130,18,False
131,24,False
131,23,False
131,22,False
131,20,False
131,19,False
131,18,False
132,18,False
133,25,False
133,24,False
133,23,False
133,22,False
133,20,False
133,19,False
134,22,False
135,18,False
136,32,False
136,31,False
136,30,False
136,29,False
136,18,False
137,33,False
137,32,False
137,31,False
137,30,True
137,29,False
137,28,True
137,27,False
137,26,False
137,25,False
137,24,True
137,23,False
137,22,False
137,20,False
137,19,False
138,24,False
138,23,False
138,22,False
138,20,False
138,19,False
139,22,False
139,20,False
139,19,False
140,31,False
140,28,False
140,27,False
140,26,False
140,25,False
140,24,False
140,23,False
140,22,False
140,20,False
140,19,False
141,23,False
141,19,False
142,19,False
143,19,False
144,19,False
145,25,False
145,24,False
145,23,False
145,22,False
145,20,False
146,23,False
146,22,False
146,20,False
147,22,False
147,20,False
148,22,False
148,20,False
149,20,False
150,20,False
151,22,False
151,20,False
152,34,False
152,33,False
152,32,False
152,31,False
152,30,False
152,29,False
152,28,False
152,20,False
153,1,False
153,21,False
153,62,False
154,1,False
154,63,False
154,64,False
154,65,False
154,66,False
154,67,False
154,68,False
154,69,False
154,70,False
154,71,False
155,1,False
155,21,False
155,62,False
155,63,False
155,65,False
156,28,False
156,27,False
156,26,False
156,25,False
156,24,False
156,23,False
156,22,False
157,26,False
157,25,False
157,24,False
157,22,False
158,33,False
158,31,False
158,30,False
158,29,False
158,28,False
158,27,False
158,26,False
158,25,False
158,24,False
158,23,False
158,22,False
159,23,False
159,22,False
160,30,False
160,28,False
160,27,False
160,26,False
160,25,False
160,24,False
160,23,False
160,22,False
161,22,False
162,23,False
162,22,False
163,33,False
163,32,False
163,31,False
163,30,False
163,29,False
163,28,False
163,27,False
163,26,False
163,25,False
163,24,False
163,23,False
163,22,False
164,22,False
165,23,False
165,22,False
166,27,False
166,26,False
166,25,False
166,24,False
166,23,False
167,24,False
167,23,False
168,28,False
168,23,False
169,24,False
170,29,False
170,27,False
170,26,False
170,25,False
170,24,False
171,24,False
172,37,False
172,36,False
172,35,False
172,34,False
172,33,False
172,32,False
172,31,False
172,30,False
172,29,False
172,28,False
172,27,False
172,26,False
172,25,False
173,32,False
173,31,False
173,30,False
173,29,False
173,28,False
173,27,False
173,26,False
173,25,False
174,25,False
175,34,False
175,33,False
175,32,False
175,30,False
175,29,False
175,28,False
175,27,False
175,26,False
175,25,False
176,32,False
176,31,False
176,30,False
176,29,False
176,28,False
176,27,False
176,26,False
176,25,False
177,33,False
177,32,False
177,31,False
177,30,False
177,29,True
177,28,False
177,27,False
177,26,False
177,25,False
178,36,False
178,35,False
178,34,False
178,33,False
178,32,False
178,31,True
178,30,False
178,28,False
178,26,False
178,25,False
179,27,False
179,26,False
179,25,False
180,25,False
181,31,False
181,29,False
181,28,False
181,27,False
181,26,False
182,40,False
182,39,False
182,38,False
182,37,False
182,36,True
182,35,False
182,34,True
182,33,False
182,32,False
182,29,False
182,28,False
182,27,True
182,26,False
183,27,False
183,26,False
184,29,False
184,28,False
184,27,False
184,26,False
185,27,False
185,26,False
186,28,False
186,26,False
187,38,False
187,37,False
187,36,False
187,35,False
187,34,False
187,33,False
187,32,False
187,31,False
187,30,False
187,29,False
187,28,False
187,26,False
188,28,False
188,27,False
189,27,False
190,28,False
190,27,False
191,31,False
191,27,False
192,30,False
192,29,False
192,28,False
193,28,False
194,30,False
194,29,False
194,28,False
195,29,False
195,28,False
196,29,False
196,28,False
197,40,False
197,38,False
197,37,False
197,36,False
197,35,False
197,34,False
197,33,False
197,32,False
197,31,False
197,30,False
197,29,False
197,28,False
198,30,False
198,28,False
199,39,False
199,38,False
199,37,False
199,36,False
199,35,False
199,34,False
199,33,False
199,32,False
199,31,False
199,30,False
199,29,False
200,38,False
200,37,False
200,36,False
200,35,False
200,34,False
200,33,False
200,32,False
200,31,False
200,29,False
201,30,False
201,29,False
202,33,False
202,32,False
202,31,False
202,30,False
202,29,False
203,34,False
203,33,False
203,32,False
203,31,False
203,30,False
203,29,False
204,29,False
205,36,False
205,34,False
205,30,False
205,29,False
206,33,False
206,32,False
206,31,False
206,30,False
206,29,False
207,43,False
207,42,False
207,41,False
207,40,False
207,39,False
207,37,False
207,36,False
207,35,False
207,34,False
207,33,True
207,32,False
207,31,False
207,30,False
207,29,False
208,35,False
208,34,False
208,33,False
208,30,False
208,29,False
209,33,False
209,32,False
209,31,False
209,29,False
210,29,False
211,34,False
211,33,False
211,31,False
211,29,False
212,34,False
212,33,False
212,32,False
212,31,False
212,30,False
213,33,False
213,30,False
214,31,False
214,30,False
215,30,False
216,30,False
217,32,False
217,31,False
217,30,False
218,30,False
219,37,False
219,36,False
219,34,False
219,33,False
219,32,False
219,31,False
219,30,False
220,34,False
220,30,False
221,39,False
221,37,False
221,36,False
221,35,False
221,34,False
221,33,False
221,32,False
221,31,False
222,39,False
222,38,False
222,37,False
222,36,False
222,35,False
222,34,False
222,33,False
222,32,True
222,31,False
223,41,False
223,40,False
223,39,False
223,38,False
223,37,False
223,36,False
223,35,False
223,34,False
223,33,False
223,32,False
223,31,False
224,41,False
224,40,False
224,39,True
224,38,False
224,37,True
224,36,False
224,35,False
224,34,False
224,33,False
224,32,False
224,31,False
225,31,False
226,31,False
227,31,False
228,31,False
229,36,False
229,35,False
229,34,False
229,33,False
229,31,False
230,37,False
230,36,False
230,35,False
230,34,False
230,33,False
230,32,False
230,31,False
231,38,False
231,37,False
231,36,False
231,35,True
231,34,False
231,33,False
231,32,False
232,39,False
232,38,False
232,37,False
232,36,False
232,35,False
232,34,False
232,33,False
232,32,False
233,37,False
233,36,False
233,35,False
233,34,False
233,33,False
233,32,False
234,32,False
235,44,False
235,43,False
235,42,False
235,41,False
235,40,False
235,39,False
235,38,False
235,37,False
235,36,False
235,35,False
235,34,False
235,33,False
235,32,False
236,32,False
237,35,False
237,34,False
237,32,False
238,41,False
238,40,False
238,39,False
238,38,False
238,37,False
238,36,False
238,35,False
238,34,False
238,33,False
239,36,False
239,35,False
239,34,False
239,33,False
240,34,False
240,33,False
241,34,False
241,33,False
242,35,False
242,33,False
243,41,False
243,40,False
243,39,False
243,38,False
243,37,False
243,36,False
243,35,False
243,33,False
244,33,False
245,36,False
245,35,False
245,34,False
245,33,False
246,35,False
246,34,False
246,33,False
247,34,False
247,33,False
248,33,False
249,33,False
250,39,False
250,38,False
250,37,False
250,36,False
250,35,False
250,34,False
251,37,False
251,36,False
251,35,False
251,34,False
252,37,False
252,36,False
252,35,False
252,34,False
253,35,False
253,34,False
254,36,False
254,35,False
254,34,False
255,35,False
255,34,False
256,37,False
256,35,False
256,34,False
257,35,False
257,34,False
258,35,False
258,34,False
258,33,False
259,38,False
259,37,False
259,34,False
260,35,False
260,34,False
261,34,False
261,33,False
262,43,False
262,42,False
262,41,False
262,40,False
262,39,False
262,38,False
262,34,False
263,34,False
264,34,False
265,37,False
265,35,False
265,34,False
266,34,False
267,39,False
267,37,False
267,36,False
267,34,False
268,34,False
269,37,False
269,34,False
270,37,False
270,36,False
270,35,False
270,34,False
271,35,False
271,34,False
272,34,False
273,35,False
273,34,False
274,35,False
274,34,False
275,37,False
275,36,False
275,35,False
276,36,False
276,35,False
277,36,False
277,35,False
278,48,False
278,47,False
278,46,False
278,45,False
278,44,False
278,43,False
278,42,False
278,41,False
278,40,False
278,39,False
278,38,False
278,37,False
278,36,False
278,35,False
279,35,False
280,43,False
280,41,False
280,40,False
280,39,False
280,38,False
280,37,False
280,35,False
281,35,False
282,36,False
282,35,False
283,37,False
283,36,False
283,35,False
284,35,False
285,35,False
286,35,False
287,35,False
288,40,False
288,37,False
288,36,False
289,53,False
289,52,False
289,51,False
289,50,False
289,49,True
289,48,False
289,47,False
289,46,False
289,45,False
289,44,False
289,43,True
289,42,False
289,41,False
289,40,False
289,39,False
289,38,False
289,37,False
289,36,False
290,39,False
290,38,False
290,36,False
291,36,False
292,38,False
292,37,False
292,36,False
293,46,False
293,44,False
293,43,False
293,41,False
293,40,False
293,39,False
293,38,False
293,37,False
293,36,False
294,36,False
295,36,False
296,39,False
296,37,False
296,36,False
297,36,False
298,40,False
298,38,False
298,37,False
298,36,False
299,36,False
300,37,False
300,36,False
301,36,False
302,36,False
303,36,False
304,46,False
304,45,False
304,44,True
304,43,False
304,42,False
304,41,False
304,40,False
304,39,False
304,38,False
304,37,False
305,48,False
305,47,False
305,46,False
305,40,False
305,39,False
305,38,False
305,37,False
306,44,False
306,43,False
306,42,False
306,41,False
306,40,False
306,39,False
306,38,False
306,37,False
307,40,False
307,39,False
307,38,False
307,37,False
308,37,False
309,47,False
309,40,False
309,39,False
309,38,False
309,37,False
310,48,False
310,37,False
311,38,False
311,37,False
312,43,False
312,41,False
312,40,False
312,39,False
312,38,False
312,37,False
313,38,False
313,37,False
314,41,False
314,40,False
314,39,False
314,38,False
314,37,False
315,37,False
316,37,False
317,41,False
317,40,False
317,39,False
317,38,False
317,37,False
318,37,False
319,37,False
320,41,False
320,40,False
320,39,False
320,38,False
320,37,False
321,43,False
321,42,False
321,41,False
321,40,False
321,39,False
321,37,False
322,44,False
322,43,False
322,40,False
322,37,False
323,42,False
323,37,False
324,37,False
325,37,False
326,44,False
326,37,False
327,41,False
327,40,False
327,39,False
327,38,False
328,46,False
328,45,False
328,44,False
328,43,False
328,42,True
328,41,False
328,40,True
328,39,False
328,38,True
329,40,False
329,39,False
329,38,False
330,41,False
330,40,False
330,39,False
330,38,False
331,38,False
332,38,False
333,43,False
333,41,False
333,40,False
333,39,False
333,38,False
334,46,False
334,43,False
334,40,False
334,38,False
335,38,False
336,38,False
337,40,False
337,39,False
338,40,False
338,39,False
339,41,False
339,40,False
339,39,False
340,49,False
340,48,False
340,47,False
340,46,False
340,44,False
340,43,False
340,42,False
340,41,False
340,40,False
340,39,False
341,51,False
341,50,False
341,49,False
341,48,False
341,47,True
341,46,False
341,45,False
341,44,False
341,43,False
341,42,False
341,41,False
341,40,False
341,39,False
342,40,False
342,39,False
343,43,False
343,42,False
343,39,False
344,40,False
344,39,False
345,48,False
345,47,False
345,46,False
345,45,False
345,44,False
345,43,False
345,42,False
345,41,False
345,40,False
346,49,False
346,48,False
346,47,False
346,46,False
346,45,False
346,44,False
346,43,False
346,42,False
346,41,False
346,40,False
347,55,False
347,54,False
347,53,False
347,52,False
347,51,False
347,50,False
347,49,False
347,48,False
347,47,False
347,46,False
347,45,False
347,44,False
347,43,False
347,42,False
347,41,False
347,40,False
348,40,False
349,40,False
350,43,False
350,42,False
350,40,False
351,44,False
351,43,False
351,42,False
351,41,False
351,40,False
352,42,False
352,41,False
352,40,False
353,52,False
353,51,False
353,42,False
353,41,False
353,40,False
354,40,False
355,40,False
356,56,False
356,55,False
356,54,False
356,53,False
356,52,True
356,51,True
356,50,False
356,49,False
356,48,False
356,47,False
356,46,False
356,45,True
356,44,False
356,43,False
356,42,False
356,41,False
357,42,False
357,41,False
358,47,False
358,46,False
358,45,False
358,44,False
358,43,False
358,42,False
358,41,True
359,44,False
359,43,False
359,42,False
359,41,False
360,53,False
360,52,False
360,51,False
360,50,False
360,49,False
360,48,False
360,47,False
360,46,False
360,45,False
360,44,False
360,43,False
360,42,False
360,41,False
361,44,False
361,43,False
361,42,False
361,41,False
362,48,False
362,46,False
362,42,False
362,41,False
363,41,False
364,52,False
364,51,False
364,50,False
364,49,False
364,48,False
364,47,False
364,46,False
364,45,False
364,44,False
364,43,False
364,41,False
365,44,False
365,43,False
365,41,False
366,41,False
367,41,False
368,48,False
368,46,False
368,44,False
368,43,False
368,42,False
369,43,False
369,42,False
370,47,False
370,46,False
370,44,False
370,43,False
370,42,False
371,44,False
371,43,False
371,42,False
372,42,False
373,51,False
373,50,False
373,49,False
373,48,True
373,47,False
373,46,True
373,45,False
373,44,False
373,43,False
374,48,False
374,47,False
374,46,False
374,45,False
374,44,False
374,43,False
375,48,False
375,47,False
375,46,False
375,45,False
375,44,False
375,43,False
376,52,False
376,51,False
376,50,False
376,49,False
376,48,False
376,46,False
376,43,False
377,43,False
378,43,False
379,45,False
379,44,False
379,43,False
379,42,False
380,47,False
380,46,False
380,43,False
381,43,False
382,48,False
382,47,False
382,46,False
382,45,False
382,44,False
382,43,False
383,48,False
383,47,False
383,46,False
383,45,False
383,44,False
384,44,False
385,50,False
385,49,False
385,48,False
385,47,False
385,46,False
385,45,False
385,44,False
386,51,False
386,50,False
386,49,False
386,48,False
386,47,False
386,46,False
386,45,False
386,44,False
387,52,False
387,45,False
387,44,False
388,45,False
388,44,False
389,45,False
389,44,False
390,44,False
391,44,False
392,44,False
393,44,False
394,50,False
394,49,False
394,48,False
394,47,False
394,46,False
394,45,False
394,44,False
395,44,False
396,46,False
396,45,False
397,48,False
397,47,False
397,45,False
398,51,False
398,45,False
399,47,False
399,45,False
400,45,False
401,52,False
401,50,False
401,49,False
401,48,False
401,47,False
401,45,False
402,47,False
402,46,False
402,45,False
403,53,False
403,52,False
403,51,False
403,50,True
403,49,False
403,48,False
403,47,False
403,45,False
404,52,False
404,51,False
404,50,False
404,49,False
404,48,False
404,47,False
404,46,False
404,45,False
405,47,False
405,46,False
405,45,False
406,46,False
407,48,False
407,46,False
408,50,False
408,49,False
408,48,False
408,47,False
408,46,False
409,48,False
409,46,False
410,49,False
410,46,False
411,49,False
411,48,False
411,46,False
412,48,False
412,46,False
413,49,False
413,48,False
413,46,False
414,46,False
415,46,False
416,46,False
417,46,False
418,54,False
418,53,False
418,52,False
418,51,False
418,50,False
418,49,False
418,48,False
418,46,False
419,46,False
420,48,False
420,47,False
420,46,False
421,46,False
422,46,False
423,48,False
423,47,False
423,46,False
424,50,False
424,46,False
425,50,False
425,49,False
425,46,False
426,46,False
427,61,False
427,60,False
427,59,False
427,58,False
427,57,False
427,56,False
427,55,False
427,54,False
427,53,False
427,52,False
427,51,False
427,50,False
427,49,False
427,48,False
427,47,False
428,50,False
428,49,False
428,48,False
428,47,False
429,60,False
429,58,False
429,57,False
429,55,False
429,50,False
429,48,False
429,47,False
430,54,False
430,53,False
430,52,False
430,51,False
430,50,False
430,49,False
430,48,False
430,47,False
431,58,False
431,54,False
431,53,False
431,51,False
431,50,False
431,47,False
432,52,False
432,51,False
432,48,False
432,47,False
433,50,False
433,47,False
434,50,False
434,49,False
434,48,False
434,47,False
435,51,False
435,50,False
435,49,False
435,48,False
435,46,False
436,49,False
436,48,False
437,53,False
437,52,False
437,51,False
437,50,False
437,49,False
437,48,False
438,49,False
438,48,False
439,51,False
439,49,False
440,51,False
440,50,False
440,49,False
440,48,False
441,52,False
441,50,False
441,48,False
442,48,False
443,48,False
443,42,False
444,50,False
444,49,False
444,48,False
445,49,False
446,49,False
446,48,False
447,50,False
448,48,False
449,60,False
449,59,False
449,58,False
449,57,False
449,56,False
449,55,False
449,54,False
449,53,False
449,52,False
449,51,False
449,48,False
450,48,False
451,48,False
452,48,False
842,68,False
842,69,False
842,70,False
842,71,False
842,72,False
842,73,False
453,50,False
453,49,False
454,50,False
454,49,False
455,58,False
455,53,False
455,51,False
455,50,False
455,49,False
456,59,False
456,58,False
456,57,False
456,56,False
456,55,False
456,54,False
456,53,False
456,52,False
456,51,False
456,50,False
456,49,False
457,49,False
458,49,False
459,54,False
459,53,False
459,50,False
460,50,False
460,49,False
461,49,False
462,52,False
463,49,False
464,49,False
465,52,False
465,51,False
465,50,False
465,49,False
466,49,False
467,49,False
468,50,False
468,49,False
469,49,False
470,49,False
471,49,False
472,49,False
473,49,False
474,49,False
475,60,False
475,59,False
475,58,False
475,57,False
475,56,False
475,55,False
475,54,False
475,53,False
475,52,False
475,51,False
475,50,False
476,55,False
476,54,False
476,53,False
476,52,False
476,51,False
476,50,False
477,53,False
477,52,False
477,51,False
477,50,False
478,58,False
478,57,False
478,56,False
478,54,False
478,53,False
478,52,False
478,51,False
478,50,False
479,55,False
479,54,False
479,53,False
479,52,False
479,51,False
479,50,False
480,50,False
481,52,False
481,51,False
481,50,False
482,55,False
482,53,False
482,52,False
482,51,False
482,50,False
483,55,False
483,54,False
483,53,False
483,52,False
483,51,False
483,50,False
484,54,False
484,53,False
484,52,False
484,51,False
484,50,False
485,50,False
486,58,False
486,56,False
486,55,False
486,54,False
486,53,False
486,52,False
486,51,False
486,50,False
487,50,False
488,50,False
489,50,False
490,50,False
491,51,False
492,50,False
493,50,False
494,51,False
494,50,False
495,50,False
496,58,False
496,57,False
496,56,False
496,55,False
496,54,False
496,53,False
496,51,False
497,51,False
498,61,False
498,60,False
498,59,False
498,58,False
498,57,False
498,56,False
498,55,False
498,54,False
498,51,False
499,51,False
500,51,False
501,61,False
501,60,False
501,59,False
501,58,False
501,57,False
501,56,False
501,55,False
501,54,False
501,53,False
501,52,False
501,51,False
502,53,False
502,52,False
502,51,False
503,51,False
504,51,False
505,52,False
505,51,False
506,55,False
506,54,False
506,52,False
506,51,False
507,51,False
508,51,False
509,61,False
509,59,False
509,58,False
509,57,False
509,56,False
509,55,False
509,54,False
509,53,False
509,52,False
509,51,False
510,53,False
510,52,False
510,51,False
511,52,False
511,51,False
512,58,False
512,57,False
512,56,False
512,55,False
512,54,False
512,53,False
512,52,False
512,51,False
513,59,False
513,58,False
513,57,False
513,56,False
513,55,False
513,54,False
513,53,False
513,52,False
513,51,False
514,55,False
514,54,False
514,53,False
514,52,False
514,51,False
515,51,False
516,55,False
516,54,False
516,53,False
516,52,False
516,51,False
517,52,False
517,51,False
518,61,False
518,60,False
518,59,False
518,58,False
518,57,False
518,56,False
518,52,False
518,51,False
519,57,False
519,56,False
519,51,False
520,61,False
520,59,False
520,58,False
520,57,False
520,56,False
520,55,False
520,54,False
520,53,False
520,52,False
520,51,False
521,60,False
521,59,False
521,58,False
521,57,False
521,51,False
522,52,False
522,51,False
523,56,False
523,53,False
523,51,False
524,51,False
525,59,False
525,58,False
525,57,False
525,56,False
525,55,False
525,54,False
525,53,False
525,52,False
525,51,False
526,61,False
526,60,False
526,59,False
526,58,False
526,57,False
526,56,False
526,55,False
526,54,False
526,53,False
526,51,False
527,54,False
527,53,False
527,52,False
527,51,False
528,58,False
528,57,False
528,56,False
528,55,False
528,54,False
528,53,False
528,52,False
528,51,False
529,61,False
529,60,False
529,59,False
529,58,False
529,57,False
529,56,False
529,55,False
529,54,False
529,53,False
529,52,False
529,51,False
530,51,False
531,53,False
531,52,False
531,51,False
532,56,False
532,55,False
532,54,False
532,51,False
533,56,False
533,55,False
533,54,False
533,53,False
533,52,False
